random_order,id,level,dist_id,district,school,state,county,city,address,zip,cleaned
178,120048000745,Elementary,1200480.0,Duval,Martin Luther King Jr Elementary School,FL,Duval County,Jacksonville,8801 LAKE PLACID DR E,32208,Martin Luther King Jr Elementary School
179,401059002819,Elementary,4010590.0,Edmond,Heritage Es,OK,Oklahoma County,Edmond,400 E SORGHUM MILL RD,73034,Heritage Elementary School
180,270034104164,High,2700341.0,Minnesota Internship Center,Rondo Campus,MN,Ramsey County,Saint Paul,1821 UNIVERSITY AVE W,55104,Rondo Campus
181,A9702181,Elementary,Nan,Nan,North American Martyrs School,NE,Lancaster,Lincoln,1101 ISAAC DR,68521,North American Martyrs School
182,020018000063,Middle,200180.0,Anchorage School District,Central Middle School Of Science,AK,Anchorage Municipality,Anchorage,1405 E St,99501,Central Middle School Of Science
183,560215000141,Elementary,5602150.0,Converse County School District #2,Grant Elementary,WY,Converse County,Glenrock,125 Mustang Trail,82637,Grant Elementary School
184,490087000732,High,4900870.0,Salt Lake District,Horizonte Instruction & Training Center,UT,Salt Lake County,Salt Lake City,1234 S MAIN,84101,Horizonte Instruction & Training Center
185,150003000141,High,1500030.0,Hawaii Department Of Education,Waialua High & Intermediate School,HI,Honolulu County,Waialua,67-160 Farrington Hwy,96791,Waialua High & Intermediate School
186,160066000782,High,1600660.0,Cassia County Joint District,Cassia Regional Technical Center,ID,Nan,Burley,1143 WEST 16TH STREET,83318,Cassia Regional Technical Center
187,120087001014,Elementary,1200870.0,Hillsborough,Seffner Elementary School,FL,Hillsborough County,Seffner,109 CACTUS RD,33584,Seffner Elementary School
188,130387001411,Elementary,1303870.0,Muscogee County,Clubview Elementary School,GA,Muscogee County,Columbus,2836 Edgewood Rd,31906,Clubview Elementary School
189,341542006035,Elementary,3415420.0,Southampton Township School District,Southampton Township School #2,NJ,Burlington County,Southampton,100 MISS MABEL DRIVE,08088,Southampton Township School #2
190,180264000313,Middle,1802640.0,M S D Decatur Township,Decatur Middle School,IN,Marion County,Indianapolis,5108 S High School Rd,46221,Decatur Middle School
191,A0503694,Combined Elem/Sec,Nan,Nan,Trinity Baptist Academy,WV,Nicholas,Birch River,PO BOX 436,26610,Trinity Baptist Academy
192,A0792040,Elementary,Nan,Nan,Mountain Heights Montessori,NV,Clark,Las Vegas,3412 S DECATUR BLVD,89102,Mountain Heights Montessori
193,180013902559,Middle,1800139.0,Tindley Collegiate Academy,Tindley Collegiate Academy,IN,Marion County,Indianapolis,4010 Sherman Drive,46226,Tindley Collegiate Academy
194,160153000727,Middle,1601530.0,Idaho Falls District,Taylorview Middle School,ID,Bonneville County,Idaho Falls,350 CASTLEROCK LANE,83404,Taylorview Middle School
195,00809291,Combined Elem/Sec,Nan,Nan,Norfolk Catholic High School,NE,Madison,Norfolk,2300 W MADISON AVE,68701,Norfolk Catholic High School
196,420012100757,Elementary,4200121.0,Discovery Charter School,Discovery Charter School,PA,Philadelphia County,Philadelphia,4700 Parkside,19131,Discovery Charter School
197,160015901017,Elementary,1600159.0,Heritage Academy Inc.,Heritage Academy,ID,Jerome County,Jerome,500 SOUTH LINCOLN AVENUE,83338,Heritage Academy
198,A9104069,Combined Elem/Sec,Nan,Nan,Omni Montessori School,NC,Mecklenburg,Charlotte,9536 BLAKENEY HEATH RD,28277,Omni Montessori School
199,110003100489,Elementary,1100031.0,Kipp Dc Pcs,Kipp Dc - Arts And Technology Academy Pcs,DC,District Of Columbia,Washington,5300 Blaine St NE,20019,Kipp Dc - Arts And Technology Academy Pcs
200,530300000486,Elementary,5303000.0,Garfield School District,Garfield Elementary,WA,Whitman County,Garfield,810 North Third Street,99130,Garfield Elementary School
201,510324002966,High,5103240.0,Richmond City Pblc Schs,Richmond Career Education & Employment (Charter School),VA,Richmond City,Richmond,4314 Crutchfield Street,23225,Richmond Career Education & Employment (Charter School)
202,020018000056,Elementary,200180.0,Anchorage School District,Aurora Elementary,AK,Anchorage Municipality,Jber,5085 10th St,99506,Aurora Elementary School
203,240048001452,Elementary,2400480.0,Montgomery County Public Schools,North Chevy Chase Elementary,MD,Montgomery County,Chevy Chase,3700 Jones Bridge Rd,20815,North Chevy Chase Elementary School
204,A1701240,Combined Elem/Sec,Nan,Nan,The Learning Curve Academy Inc,FL,Lake,Eustis,480 W COUNTY ROAD 44,32726,The Learning Curve Academy Inc
205,170993006311,Elementary,1709930.0,City Of Chicago Sd 299,Christopher House Chrt Es,IL,Cook County,Chicago,5235 W Belden St,60639,Christopher House Chrt Elementary School
206,540150001108,Elementary,5401500.0,Wayne County Schools,Prichard Elementary School,WV,Wayne County,Prichard,500 PRICHARD ROAD,25555,Prichard Elementary School
207,A9701948,Combined Elem/Sec,Nan,Nan,East Gate Christian Academy,MA,Bristol,Fall River,397 BAY ST,02724,East Gate Christian Academy
208,A9707990,Elementary,Nan,Nan,Little Red Schoolhouse,TX,Dallas,Mesquite,412 S BRYAN BELT LINE RD,75149,Little Red Schoolhouse
209,Y1282208,Elementary,Nan,Nan,Sacred Heart School,SD,Yankton,Yankton,1500 SAINT BENEDICT DR # 200,57078,Sacred Heart School
210,00580511,Combined Elem/Sec,Nan,Nan,Perry Hall Christian School,MD,Baltimore,Perry Hall,3919 SCHROEDER AVE,21128,Perry Hall Christian School
211,A9901792,Elementary,Nan,Nan,Old School Montessori,IL,Lake,Grayslake,144 COMMERCE DR STE E,60030,Old School Montessori
212,A0700766,Combined Elem/Sec,Nan,Nan,Savannah Adventist Christian School,GA,Chatham,Pooler,50 GODLEY WAY,31322,Savannah Adventist Christian School
213,262415006098,Elementary,2624150.0,Monroe Public Schools,Waterloo Elementary School,MI,Monroe County,Monroe,1933 SOUTH CUSTER RD,48161,Waterloo Elementary School
214,440120000516,Middle,4401200.0,Woonsocket,Woonsocket Middle At Hamlet,RI,Providence County,Woonsocket,60 Florence Dr.,02895,Woonsocket Middle At Hamlet
215,A9300779,Combined Elem/Sec,Nan,Nan,Willamette Valley Christian School,OR,Marion,Salem,9075 PUEBLO AVE NE,97305,Willamette Valley Christian School
216,150003000278,High,1500030.0,Hawaii Department Of Education,Ke Ana Laahana - Pcs,HI,Hawaii County,Hilo,160 Baker Ave,96720,Ke Ana Laahana - Pcs
217,210003000001,High,2100030.0,Adair County,Adair County High School,KY,Adair County,Columbia,526 Indian Dr,42728,Adair County High School
218,110000500219,High,1100005.0,Cesar Chavez Pcs For Public Policy,Cesar Chavez Pcs For Public Policy - Capitol Hill,DC,District Of Columbia,Washington,709 12th St SE,20003,Cesar Chavez Pcs For Public Policy - Capitol Hill
219,A9902053,Elementary,Nan,Nan,St Michael School,KY,Jefferson,Louisville,3703 STONE LAKES DR,40299,St Michael School
220,01196431,Elementary,Nan,Nan,Dock Mennonite Academy,PA,Montgomery,Souderton,420 GODSHALL RD,18964,Dock Mennonite Academy
221,360009005692,Middle,3600090.0,New York City Geographic District #12,Accion Academy,NY,Bronx County,Bronx,977 FOX ST,10459,Accion Academy
222,A1101147,Combined Elem/Sec,Nan,Nan,Zachary Christian Academy,LA,East Baton Rouge,Zachary,11950 MILLDALE RD,70791,Zachary Christian Academy
223,270035504151,High,2700355.0,Arcadia Charter School,Arcadia Charter School,MN,Rice County,Northfield,1719 CANNON RD,55057,Arcadia Charter School
224,A1102131,Combined Elem/Sec,Nan,Nan,Tipton Christian Academy,TN,Tipton,Covington,2105 HWY 59 S,38019,Tipton Christian Academy
225,020018000096,Elementary,200180.0,Anchorage School District,Nunaka Valley Elementary,AK,Anchorage Municipality,Anchorage,1905 Twining Dr,99504,Nunaka Valley Elementary School
226,00457703,Elementary,Nan,Nan,St James School,IA,Washington,Washington,602 W 2ND ST,52353,St James School
227,00701764,Elementary,Nan,Nan,Holy Redeemer School,MN,Lyon,Marshall,501 S WHITNEY ST,56258,Holy Redeemer School
228,250003100549,Elementary,2500031.0,Hilltown Cooperative Charter Public (District),Hilltown Cooperative Charter Public School,MA,Hampshire County,Easthampton,1 Industrial Parkway,01027,Hilltown Cooperative Charter Public School
229,170993001161,High,1709930.0,City Of Chicago Sd 299,Tilden Career Communty Academy Hs,IL,Cook County,Chicago,4747 S Union Ave,60609,Tilden Career Communty Academy High School
230,01257598,Elementary,Nan,Nan,St Rose Of Lima School,RI,Kent,Warwick,200 BRENTWOOD AVE,02886,St Rose Of Lima School
231,320036000729,Middle,3200360.0,Nye County School District,Duckwater Middle School,NV,Nye County,Duckwater,2 Duckwater Rd.,89314,Duckwater Middle School
232,A9300239,Combined Elem/Sec,Nan,Nan,New Testament Baptist Church School,CT,Hartford,East Hartford,111 ASH ST,06108,New Testament Baptist Church School
233,040423000099,Elementary,404230.0,Kyrene Elementary District (4267),Kyrene De La Mirada School,AZ,Maricopa County,Chandler,5500 W GALVESTON ST,85226,Kyrene De La Mirada School
234,150003000128,Elementary,1500030.0,Hawaii Department Of Education,Iroquois Point Elementary School,HI,Honolulu County,Ewa Beach,5553 Cormorant Ave,96706,Iroquois Point Elementary School
235,01422542,Combined Elem/Sec,Nan,Nan,Meadows School,VT,Windham,Brattleboro,PO BOX 803,05302,Meadows School
236,00579732,Elementary,Nan,Nan,Pilgrim Christian Day School,MD,Baltimore,Baltimore,7200 LIBERTY RD,21207,Pilgrim Christian Day School
237,293039002081,Elementary,2930390.0,Tri-County R-Vii,Tri-County Elem.,MO,Daviess County,Jamesport,904 W AUBERRY GROVE,64648,Tri-County Elem.
238,560096000367,High,5600960.0,Fremont County School District #38,Arapahoe Charter High School,WY,Fremont County,Arapahoe,445 Little Wind River Bottom Road,82510,Arapahoe Charter High School
239,A1101600,Elementary,Nan,Nan,Montessori One Preschool Academy,NM,Bernalillo,Albuquerque,9360 HOLLY AVE NE,87122,Montessori One Preschool Academy
240,A1390046,Elementary,Nan,Nan,Presidio Knolls School,CA,San Francisco,San Francisco,250 10TH ST,94103,Presidio Knolls School
241,130012003823,Middle,1300120.0,Atlanta Public Schools,Kipp Strive Academy,GA,Fulton County,Atlanta,1444 Lucile Ave SW,30310,Kipp Strive Academy
242,100162000141,Middle,1001620.0,Smyrna School District,Smyrna Middle School,DE,Kent County,Smyrna,700 Duck Creek Parkway,19977,Smyrna Middle School
243,130387001404,Elementary,1303870.0,Muscogee County,Forrest Road Elementary School,GA,Muscogee County,Columbus,6400 Forest Rd,31907,Forrest Road Elementary School
244,460795000072,Middle,4607950.0,Brandon Valley School District 49-2,Brandon Valley Middle School - 02,SD,Minnehaha County,Brandon,700 Holly Blvd,57005,Brandon Valley Middle School - 02
245,A9103857,Combined Elem/Sec,Nan,Nan,Hamilton Christian Academy,MT,Ravalli,Hamilton,778 GRANTSDALE RD,59840,Hamilton Christian Academy
246,A1301024,Combined Elem/Sec,Nan,Nan,Creekside Christian Academy,GA,Henry,Mcdonough,175 FOSTER DR,30253,Creekside Christian Academy
247,00327081,Combined Elem/Sec,Nan,Nan,Kaimuki Christian School,HI,Honolulu,Honolulu,1117 KOKO HEAD AVE,96816,Kaimuki Christian School
248,A9900977,Elementary,Nan,Nan,Northwest Childrens Center,CT,Middlesex,Cromwell,PO BOX 131,06416,Northwest Childrens Center
249,560609000342,Middle,5606090.0,Weston County School District #7,Upton Middle School,WY,Weston County,Upton,802 Juniper,82730,Upton Middle School
250,A0902326,Elementary,Nan,Nan,Luria Academy Of Brooklyn,NY,Kings,Brooklyn,238 SAINT MARKS AVE,11238,Luria Academy Of Brooklyn
251,01922079,Combined Elem/Sec,Nan,Nan,Cook Inlet Academy,AK,Kenai Peninsula,Soldotna,45872 KALIFORNSKY BEACH RD,99669,Cook Inlet Academy
252,340074403139,Elementary,3400744.0,Benjamin Banneker Preparatory Charter School,Benjamin Banneker Preparatory Charter School,NJ,Burlington County,Willingboro,300 Willingboro Way,08046,Benjamin Banneker Preparatory Charter School
253,A0501892,Elementary,Nan,Nan,Blessed Stephen Bellesini Osa Academy,MA,Essex,Lawrence,94 BRADFORD ST,01840,Blessed Stephen Bellesini Osa Academy
254,290002903166,Middle,2900029.0,Guadalupe Centers Schools,Guadalupe Centers Middle,MO,Jackson County,Kansas City,2640 Belleview Street,64108,Guadalupe Centers Middle School
255,00001933,Combined Elem/Sec,Nan,Nan,Glen Iris Baptist School,AL,Jefferson,Birmingham,1137 10TH PL S,35205,Glen Iris Baptist School
256,470014802465,Elementary,4700148.0,Shelby County,Aspire East Academy,TN,Shelby County,Memphis,6870 Winchester RD,38115,Aspire East Academy
257,A9902083,Combined Elem/Sec,Nan,Nan,Brighter Horizon School,LA,East Baton Rouge,Baton Rouge,1896 WOODDALE BLVD,70806,Brighter Horizon School
258,A9702951,Elementary,Nan,Nan,Maple Grove Amish School,PA,Jefferson,Punxsutawney,1987 STARR RD,15767,Maple Grove Amish School
259,550753002950,High,5507530.0,La Crosse School District,7 Rivers Community High,WI,La Crosse County,La Crosse,807 East Ave S,54601,7 Rivers Community High School
260,370037003341,Elementary,3700370.0,The Capitol Encore Academy,The Capitol Encore Academy,NC,Cumberland County,Fayetteville,126 Hay Street,28301,The Capitol Encore Academy
261,470036002308,High,4700360.0,Bristol,Tennessee Online Public School,TN,Sullivan County,Bristol,615 MLK Jr. BLVD,37620,Tennessee Online Public School
262,350280000677,High,3502800.0,Zuni Public Schools,Twin Buttes Cyber Academy,NM,Mckinley County,Zuni,10 NORTH SANDY SPRINGS RD,87327,Twin Buttes Cyber Academy
263,A0701993,Combined Elem/Sec,Nan,Nan,Shady Lane Parochial School,PA,Cumberland,Shippensburg,210 SPRINGFIELD RD,17257,Shady Lane Parochial School
264,330582000376,Elementary,3305820.0,Portsmouth School District,Little Harbour School,NH,Rockingham County,Portsmouth,50 Clough Dr.,03801,Little Harbour School
265,02067777,Combined Elem/Sec,Nan,Nan,Teays Valley Christian School,WV,Putnam,Scott Depot,6562 TEAYS VALLEY RD,25560,Teays Valley Christian School
266,490012001487,High,4900120.0,Cache District,Ridgeline High School,UT,Cache County,Millville,180 North 300 West,84326,Ridgeline High School
267,440081000399,Elementary,4400810.0,North Smithfield,North Smithfield Elementary,RI,Providence County,North Smithfield,2214 Providence Pike,02896,North Smithfield Elementary School
268,240024000574,Middle,2400240.0,Cecil County Public Schools,North East Middle,MD,Cecil County,North East,200 E Cecil Ave,21901,North East Middle School
269,400549000203,Elementary,4005490.0,Broken Arrow,Rhoades Es,OK,Tulsa County,Broken Arrow,320 East Midway Street,74012,Rhoades Elementary School
270,400075102682,Elementary,4000751.0,Deborah Brown (Charter),Deborah Brown Community School,OK,Tulsa County,Tulsa,2 South Elgin Avenue,74120,Deborah Brown Community School
271,00326667,Combined Elem/Sec,Nan,Nan,The St Andrews Schools,HI,Honolulu,Honolulu,224 QUEEN EMMA SQ,96813,The St Andrews Schools
272,470255000910,Middle,4702550.0,Macon County,Macon County Junior High School,TN,Macon County,Lafayette,1003 Hwy  52 By Pass East,37083,Macon County Junior High School
273,01412782,Elementary,Nan,Nan,J E Cosgriff Memorial Catholic School,UT,Salt Lake,Salt Lake City,2335 E REDONDO AVE,84108,J E Cosgriff Memorial Catholic School
274,A9303794,Combined Elem/Sec,Nan,Nan,Cross Road Special School,PA,Somerset,Springs,938 SPRINGS RD,15562,Cross Road Special School
275,400351000090,High,4003510.0,Balko,Balko Hs,OK,Beaver County,Balko,Rural Route 1  # 37,73931,Balko High School
276,060645000563,High,606450.0,Burbank Unified,Burbank High,CA,Los Angeles County,Burbank,902 N. Third St.,91502,Burbank High School
277,A9104616,Elementary,Nan,Nan,Sandia Montessori School Of Albuquerque,NM,Bernalillo,Albuquerque,3240 JUAN TABO BLVD NE A,87111,Sandia Montessori School Of Albuquerque
278,450177000325,Elementary,4501770.0,Clarendon 02,Manning Primary,SC,Clarendon County,Manning,125 North Boundary Street,29102,Manning Primary
279,A0702433,Combined Elem/Sec,Nan,Nan,North Pleasants Christian School,WV,Pleasants,Saint Marys,87 IRON HORSE DR,26170,North Pleasants Christian School
280,00457496,Elementary,Nan,Nan,Cfs Catholic School,IA,Winneshiek,Calmar,PO BOX 815,52132,Cfs Catholic School
281,220005402062,Elementary,2200267.0,Fannie C. Williams Charter School,Fannie C. Williams Charter School,LA,Orleans Parish,New Orleans,11755 Dwyer Road,70128,Fannie C. Williams Charter School
282,160018501095,High,1600185.0,Advanced Regional Technical Education Industrial Inc.,Arte I Rptcs (Regional Professional Technical Charter School,ID,Nan,Twin Falls,COLLEGE OF SOUTHERN IDAHO EVERGREEN BLDG. ROOM 38,83301,Arte I Rptcs (Regional Professional Technical Charter School
283,A1502821,Elementary,Nan,Nan,Clark Rd School,OH,Trumbull,W Farmington,4500 CLARK RD.,44491,Clark Rd School
284,480021312565,High,4800213.0,Panola Charter School,Panola Early College H S,TX,Panola County,Carthage,1109 W PANOLA,75633,Panola Early College High School
285,A0701802,Combined Elem/Sec,Nan,Nan,Gilmour Academy,OH,Cuyahoga,Gates Mills,34001 CEDAR RD,44040,Gilmour Academy
286,00735319,Elementary,Nan,Nan,Presbyterian Day School,MS,Coahoma,Clarksdale,944 CATALPA ST,38614,Presbyterian Day School
287,00000124,Elementary,Nan,Nan,St Ann School,AL,Morgan,Decatur,3910A SPRING AVE SW,35603,St Ann School
288,381303000448,Elementary,3813030.0,Minot 1,Roosevelt Elementary School,ND,Ward County,Minot,715 8th St NE,58703,Roosevelt Elementary School
289,350138000371,Elementary,3501380.0,Jemez Mountain Public Schools,Lybrook Elementary,NM,Rio Arriba County,Cuba,US 550 HCR 17,87013,Lybrook Elementary School
290,381212000400,Elementary,3812120.0,Marmarth 12,Marmarth Elementary School,ND,Slope County,Marmarth,301 2nd Ave SE,58643,Marmarth Elementary School
