random_order,id,sch_level,dist_id,dist_name,sch_name,lstate,county,city,lat,lon,street,zip,private
162,291165000418,Middle,2911650,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS MIDDLE,MO,CLAY COUNTY,EXCELSIOR SPRINGS,39,-94,701 CROWN HILL RD,64024,
163,260014200804,High,2600142,COUNTRYSIDE ACADEMY,Countryside Academy  MiddleHigh School,MI,BERRIEN COUNTY,BENTON HARBOR,42,-86,4800 MEADOWBROOK RD,49022,
164,00755302,Elementary,,,MESSIAH LUTHERAN SCHOOL,MO,JACKSON,INDEPENDENCE,39,-94,613 S MAIN ST,64050,1
165,180294000386,High,1802940,EAST GIBSON SCHOOL CORPORATION,Waldo J Wood Memorial High,IN,GIBSON COUNTY,OAKLAND CITY,38,-87,943 Franklin St,47660,
166,270017903047,Elementary,2700179,NERSTRAND CHARTER SCHOOL,NERSTRAND CHARTER SCHOOL,MN,RICE COUNTY,NERSTRAND,44,-93,205 S 2ND ST,55053,
167,A1500040,Combined elem/sec,,,AURORA TUTORING SCHOOL & RESOURCE CENTER,AK,FAIRBANKS NORTH STAR,FAIRBANKS,65,-148,201 OLD STEESE HWY # 6,99701,1
168,A9500178,Elementary,,,EUDORA CHRISTIAN SCHOOL,AR,CHICOT,EUDORA,33,-91,310 NORTH MAIN ST.,71640,1
169,280261001059,High,2802610,LELAND SCHOOL DIST,LELAND HIGH SCHOOL,MS,WASHINGTON COUNTY,LELAND,33,-91,402 E. Third Street,38756,
170,210306000805,Elementary,2103060,JOHNSON COUNTY,W R Castle Memorial Elementary School,KY,JOHNSON COUNTY,WITTENSVILLE,38,-83,3936 Us 23 N,41274,
171,230567000145,High,2305670,FALMOUTH PUBLIC SCHOOLS,Falmouth High School,ME,CUMBERLAND COUNTY,FALMOUTH,44,-70,74 Woodville Road,4105,
172,482364013067,Elementary,4823640,HOUSTON ISD,MARK WHITE EL,TX,HARRIS COUNTY,HOUSTON,30,-96,2515 OLD FARM RD,77063,
173,320012000308,Elementary,3200120,ELKO COUNTY SCHOOL DISTRICT,West Wendover Elementary School,NV,ELKO COUNTY,WENDOVER,41,-114,2332 Florence Way,89833,
174,390026304803,Elementary,3900263,PLEASANT COMMUNITY DIGITAL,Pleasant Community Digital,OH,MARION COUNTY,MARION,41,-83,1105 Owens Rd W,43302,
175,A0901092,Combined elem/sec,,,OLD PATHS CHRISTIAN ACADEMY,FL,POLK,MULBERRY,28,-82,5795 IMPERIAL LAKES BLVD,33860,1
176,240039000692,Elementary,2400390,HARFORD COUNTY PUBLIC SCHOOLS,Forest Lakes Elementary,MD,HARFORD COUNTY,FOREST HILL,40,-76,100 Osborne Pkwy,21050,
177,250003800581,High,2500038,FRANCIS W. PARKER CHARTER ESSENTIAL (DISTRICT),Francis W. Parker Charter Essential School,MA,MIDDLESEX COUNTY,DEVENS,43,-72,49 Antietam St,1434,
178,120048000745,Elementary,1200480,DUVAL,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,FL,DUVAL COUNTY,JACKSONVILLE,30,-82,8801 LAKE PLACID DR E,32208,
179,401059002819,Elementary,4010590,EDMOND,HERITAGE ES,OK,OKLAHOMA COUNTY,EDMOND,36,-97,400 E SORGHUM MILL RD,73034,
180,270034104164,High,2700341,MINNESOTA INTERNSHIP CENTER,RONDO CAMPUS,MN,RAMSEY COUNTY,SAINT PAUL,45,-93,1821 UNIVERSITY AVE W,55104,
181,A9702181,Elementary,,,NORTH AMERICAN MARTYRS SCHOOL,NE,LANCASTER,LINCOLN,41,-97,1101 ISAAC DR,68521,1
182,020018000063,Middle,200180,ANCHORAGE SCHOOL DISTRICT,Central Middle School of Science,AK,ANCHORAGE MUNICIPALITY,ANCHORAGE,61,-150,1405 E St,99501,
183,560215000141,Elementary,5602150,CONVERSE COUNTY SCHOOL DISTRICT #2,Grant Elementary,WY,CONVERSE COUNTY,GLENROCK,43,-106,125 Mustang Trail,82637,
184,490087000732,High,4900870,SALT LAKE DISTRICT,Horizonte Instruction & Training Center,UT,SALT LAKE COUNTY,SALT LAKE CITY,41,-112,1234 S MAIN,84101,
185,150003000141,High,1500030,HAWAII DEPARTMENT OF EDUCATION,Waialua High & Intermediate School,HI,HONOLULU COUNTY,WAIALUA,22,-158,67-160 Farrington Hwy,96791,
186,160066000782,High,1600660,CASSIA COUNTY JOINT DISTRICT,CASSIA REGIONAL TECHNICAL CENTER,ID,,BURLEY,43,-114,1143 WEST 16TH STREET,83318,
187,120087001014,Elementary,1200870,HILLSBOROUGH,SEFFNER ELEMENTARY SCHOOL,FL,HILLSBOROUGH COUNTY,SEFFNER,28,-82,109 CACTUS RD,33584,
188,130387001411,Elementary,1303870,MUSCOGEE COUNTY,Clubview Elementary School,GA,MUSCOGEE COUNTY,COLUMBUS,32,-85,2836 Edgewood Rd,31906,
189,341542006035,Elementary,3415420,SOUTHAMPTON TOWNSHIP SCHOOL DISTRICT,Southampton Township School #2,NJ,BURLINGTON COUNTY,SOUTHAMPTON,40,-75,100 MISS MABEL DRIVE,8088,
190,180264000313,Middle,1802640,M S D DECATUR TOWNSHIP,Decatur Middle School,IN,MARION COUNTY,INDIANAPOLIS,40,-86,5108 S High School Rd,46221,
191,A0503694,Combined elem/sec,,,TRINITY BAPTIST ACADEMY,WV,NICHOLAS,BIRCH RIVER,38,-81,PO BOX 436,26610,1
192,A0792040,Elementary,,,MOUNTAIN HEIGHTS MONTESSORI,NV,CLARK,LAS VEGAS,36,-115,3412 S DECATUR BLVD,89102,1
193,180013902559,Middle,1800139,TINDLEY COLLEGIATE ACADEMY,Tindley Collegiate Academy,IN,MARION COUNTY,INDIANAPOLIS,40,-86,4010 Sherman Drive,46226,
194,160153000727,Middle,1601530,IDAHO FALLS DISTRICT,TAYLORVIEW MIDDLE SCHOOL,ID,BONNEVILLE COUNTY,IDAHO FALLS,43,-112,350 CASTLEROCK LANE,83404,
195,00809291,Combined elem/sec,,,NORFOLK CATHOLIC HIGH SCHOOL,NE,MADISON,NORFOLK,42,-97,2300 W MADISON AVE,68701,1
196,420012100757,Elementary,4200121,DISCOVERY CHARTER SCHOOL,Discovery Charter School,PA,PHILADELPHIA COUNTY,PHILADELPHIA,40,-75,4700 Parkside,19131,
197,160015901017,Elementary,1600159,HERITAGE ACADEMY INC.,HERITAGE ACADEMY,ID,JEROME COUNTY,JEROME,43,-115,500 SOUTH LINCOLN AVENUE,83338,
198,A9104069,Combined elem/sec,,,OMNI MONTESSORI SCHOOL,NC,MECKLENBURG,CHARLOTTE,35,-81,9536 BLAKENEY HEATH RD,28277,1
199,110003100489,Elementary,1100031,KIPP DC PCS,KIPP DC - Arts and Technology Academy PCS,DC,DISTRICT OF COLUMBIA,WASHINGTON,39,-77,5300 Blaine St NE,20019,
200,530300000486,Elementary,5303000,GARFIELD SCHOOL DISTRICT,Garfield Elementary,WA,WHITMAN COUNTY,GARFIELD,47,-117,810 North Third Street,99130,
201,510324002966,High,5103240,RICHMOND CITY PBLC SCHS,RICHMOND CAREER EDUCATION & EMPLOYMENT (CHARTER SCHOOL),VA,RICHMOND CITY,RICHMOND,38,-77,4314 Crutchfield Street,23225,
202,020018000056,Elementary,200180,ANCHORAGE SCHOOL DISTRICT,Aurora Elementary,AK,ANCHORAGE MUNICIPALITY,JBER,61,-150,5085 10th St,99506,
203,240048001452,Elementary,2400480,MONTGOMERY COUNTY PUBLIC SCHOOLS,North Chevy Chase Elementary,MD,MONTGOMERY COUNTY,CHEVY CHASE,39,-77,3700 Jones Bridge Rd,20815,
204,A1701240,Combined elem/sec,,,THE LEARNING CURVE ACADEMY INC,FL,LAKE,EUSTIS,29,-82,480 W COUNTY ROAD 44,32726,1
205,170993006311,Elementary,1709930,CITY OF CHICAGO SD 299,Christopher House Chrt ES,IL,COOK COUNTY,CHICAGO,42,-88,5235 W Belden St,60639,
206,540150001108,Elementary,5401500,WAYNE COUNTY SCHOOLS,PRICHARD ELEMENTARY SCHOOL,WV,WAYNE COUNTY,PRICHARD,38,-83,500 PRICHARD ROAD,25555,
207,A9701948,Combined elem/sec,,,EAST GATE CHRISTIAN ACADEMY,MA,BRISTOL,FALL RIVER,42,-71,397 BAY ST,2724,1
208,A9707990,Elementary,,,LITTLE RED SCHOOLHOUSE,TX,DALLAS,MESQUITE,33,-97,412 S BRYAN BELT LINE RD,75149,1
209,Y1282208,Elementary,,,SACRED HEART SCHOOL,SD,YANKTON,YANKTON,43,-97,1500 SAINT BENEDICT DR # 200,57078,1
210,00580511,Combined elem/sec,,,PERRY HALL CHRISTIAN SCHOOL,MD,BALTIMORE,PERRY HALL,39,-76,3919 SCHROEDER AVE,21128,1
211,A9901792,Elementary,,,OLD SCHOOL MONTESSORI,IL,LAKE,GRAYSLAKE,42,-88,144 COMMERCE DR STE E,60030,1
212,A0700766,Combined elem/sec,,,SAVANNAH ADVENTIST CHRISTIAN SCHOOL,GA,CHATHAM,POOLER,32,-81,50 GODLEY WAY,31322,1
213,262415006098,Elementary,2624150,MONROE PUBLIC SCHOOLS,Waterloo Elementary School,MI,MONROE COUNTY,MONROE,42,-83,1933 SOUTH CUSTER RD,48161,
214,440120000516,Middle,4401200,WOONSOCKET,Woonsocket Middle at Hamlet,RI,PROVIDENCE COUNTY,WOONSOCKET,42,-72,60 Florence Dr.,2895,
215,A9300779,Combined elem/sec,,,WILLAMETTE VALLEY CHRISTIAN SCHOOL,OR,MARION,SALEM,45,-123,9075 PUEBLO AVE NE,97305,1
216,150003000278,High,1500030,HAWAII DEPARTMENT OF EDUCATION,Ke Ana Laahana - PCS,HI,HAWAII COUNTY,HILO,20,-155,160 Baker Ave,96720,
217,210003000001,High,2100030,ADAIR COUNTY,Adair County High School,KY,ADAIR COUNTY,COLUMBIA,37,-85,526 Indian Dr,42728,
218,110000500219,High,1100005,CESAR CHAVEZ PCS FOR PUBLIC POLICY,Cesar Chavez PCS for Public Policy - Capitol Hill,DC,DISTRICT OF COLUMBIA,WASHINGTON,39,-77,709 12th St SE,20003,
219,A9902053,Elementary,,,ST MICHAEL SCHOOL,KY,JEFFERSON,LOUISVILLE,38,-86,3703 STONE LAKES DR,40299,1
220,01196431,Elementary,,,DOCK MENNONITE ACADEMY,PA,MONTGOMERY,SOUDERTON,40,-75,420 GODSHALL RD,18964,1
221,360009005692,Middle,3600090,NEW YORK CITY GEOGRAPHIC DISTRICT #12,ACCION ACADEMY,NY,BRONX COUNTY,BRONX,41,-74,977 FOX ST,10459,
222,A1101147,Combined elem/sec,,,ZACHARY CHRISTIAN ACADEMY,LA,EAST BATON ROUGE,ZACHARY,31,-91,11950 MILLDALE RD,70791,1
223,270035504151,High,2700355,ARCADIA CHARTER SCHOOL,ARCADIA CHARTER SCHOOL,MN,RICE COUNTY,NORTHFIELD,44,-93,1719 CANNON RD,55057,
224,A1102131,Combined elem/sec,,,TIPTON CHRISTIAN ACADEMY,TN,TIPTON,COVINGTON,36,-90,2105 HWY 59 S,38019,1
225,020018000096,Elementary,200180,ANCHORAGE SCHOOL DISTRICT,Nunaka Valley Elementary,AK,ANCHORAGE MUNICIPALITY,ANCHORAGE,61,-150,1905 Twining Dr,99504,
226,00457703,Elementary,,,ST JAMES SCHOOL,IA,WASHINGTON,WASHINGTON,41,-92,602 W 2ND ST,52353,1
227,00701764,Elementary,,,HOLY REDEEMER SCHOOL,MN,LYON,MARSHALL,44,-96,501 S WHITNEY ST,56258,1
228,250003100549,Elementary,2500031,HILLTOWN COOPERATIVE CHARTER PUBLIC (DISTRICT),Hilltown Cooperative Charter Public School,MA,HAMPSHIRE COUNTY,EASTHAMPTON,42,-73,1 Industrial Parkway,1027,
229,170993001161,High,1709930,CITY OF CHICAGO SD 299,Tilden Career Communty Academy HS,IL,COOK COUNTY,CHICAGO,42,-88,4747 S Union Ave,60609,
230,01257598,Elementary,,,ST ROSE OF LIMA SCHOOL,RI,KENT,WARWICK,42,-71,200 BRENTWOOD AVE,2886,1
231,320036000729,Middle,3200360,NYE COUNTY SCHOOL DISTRICT,Duckwater Middle School,NV,NYE COUNTY,DUCKWATER,39,-116,2 Duckwater Rd.,89314,
232,A9300239,Combined elem/sec,,,NEW TESTAMENT BAPTIST CHURCH SCHOOL,CT,HARTFORD,EAST HARTFORD,42,-73,111 ASH ST,6108,1
233,040423000099,Elementary,404230,KYRENE ELEMENTARY DISTRICT (4267),Kyrene de la Mirada School,AZ,MARICOPA COUNTY,CHANDLER,33,-112,5500 W GALVESTON ST,85226,
234,150003000128,Elementary,1500030,HAWAII DEPARTMENT OF EDUCATION,Iroquois Point Elementary School,HI,HONOLULU COUNTY,EWA BEACH,21,-158,5553 Cormorant Ave,96706,
235,01422542,Combined elem/sec,,,MEADOWS SCHOOL,VT,WINDHAM,BRATTLEBORO,43,-73,PO BOX 803,5302,1
236,00579732,Elementary,,,PILGRIM CHRISTIAN DAY SCHOOL,MD,BALTIMORE,BALTIMORE,39,-77,7200 LIBERTY RD,21207,1
237,293039002081,Elementary,2930390,TRI-COUNTY R-VII,TRI-COUNTY ELEM.,MO,DAVIESS COUNTY,JAMESPORT,40,-94,904 W AUBERRY GROVE,64648,
238,560096000367,High,5600960,FREMONT COUNTY SCHOOL DISTRICT #38,Arapahoe Charter High School,WY,FREMONT COUNTY,ARAPAHOE,43,-108,445 Little Wind River Bottom Road,82510,
239,A1101600,Elementary,,,MONTESSORI ONE PRESCHOOL ACADEMY,NM,BERNALILLO,ALBUQUERQUE,35,-107,9360 HOLLY AVE NE,87122,1
240,A1390046,Elementary,,,PRESIDIO KNOLLS SCHOOL,CA,SAN FRANCISCO,SAN FRANCISCO,38,-122,250 10TH ST,94103,1
241,130012003823,Middle,1300120,ATLANTA PUBLIC SCHOOLS,Kipp Strive Academy,GA,FULTON COUNTY,ATLANTA,34,-84,1444 Lucile Ave SW,30310,
242,100162000141,Middle,1001620,SMYRNA SCHOOL DISTRICT,Smyrna Middle School,DE,KENT COUNTY,SMYRNA,39,-76,700 Duck Creek Parkway,19977,
243,130387001404,Elementary,1303870,MUSCOGEE COUNTY,Forrest Road Elementary School,GA,MUSCOGEE COUNTY,COLUMBUS,32,-85,6400 Forest Rd,31907,
244,460795000072,Middle,4607950,BRANDON VALLEY SCHOOL DISTRICT 49-2,Brandon Valley Middle School - 02,SD,MINNEHAHA COUNTY,BRANDON,44,-97,700 Holly Blvd,57005,
245,A9103857,Combined elem/sec,,,HAMILTON CHRISTIAN ACADEMY,MT,RAVALLI,HAMILTON,46,-114,778 GRANTSDALE RD,59840,1
246,A1301024,Combined elem/sec,,,CREEKSIDE CHRISTIAN ACADEMY,GA,HENRY,MCDONOUGH,33,-84,175 FOSTER DR,30253,1
247,00327081,Combined elem/sec,,,KAIMUKI CHRISTIAN SCHOOL,HI,HONOLULU,HONOLULU,21,-158,1117 KOKO HEAD AVE,96816,1
248,A9900977,Elementary,,,NORTHWEST CHILDRENS CENTER,CT,MIDDLESEX,CROMWELL,42,-73,PO BOX 131,6416,1
249,560609000342,Middle,5606090,WESTON COUNTY SCHOOL DISTRICT #7,Upton Middle School,WY,WESTON COUNTY,UPTON,44,-105,802 Juniper,82730,
250,A0902326,Elementary,,,LURIA ACADEMY OF BROOKLYN,NY,KINGS,BROOKLYN,41,-74,238 SAINT MARKS AVE,11238,1
251,01922079,Combined elem/sec,,,COOK INLET ACADEMY,AK,KENAI PENINSULA,SOLDOTNA,60,-151,45872 KALIFORNSKY BEACH RD,99669,1
252,340074403139,Elementary,3400744,BENJAMIN BANNEKER PREPARATORY CHARTER SCHOOL,Benjamin Banneker Preparatory Charter School,NJ,BURLINGTON COUNTY,WILLINGBORO,40,-75,300 Willingboro Way,8046,
253,A0501892,Elementary,,,BLESSED STEPHEN BELLESINI OSA ACADEMY,MA,ESSEX,LAWRENCE,43,-71,94 BRADFORD ST,1840,1
254,290002903166,Middle,2900029,GUADALUPE CENTERS SCHOOLS,GUADALUPE CENTERS MIDDLE,MO,JACKSON COUNTY,KANSAS CITY,39,-95,2640 Belleview Street,64108,
255,00001933,Combined elem/sec,,,GLEN IRIS BAPTIST SCHOOL,AL,JEFFERSON,BIRMINGHAM,33,-87,1137 10TH PL S,35205,1
256,470014802465,Elementary,4700148,SHELBY COUNTY,Aspire East Academy,TN,SHELBY COUNTY,MEMPHIS,35,-90,6870 Winchester RD,38115,
257,A9902083,Combined elem/sec,,,BRIGHTER HORIZON SCHOOL,LA,EAST BATON ROUGE,BATON ROUGE,30,-91,1896 WOODDALE BLVD,70806,1
258,A9702951,Elementary,,,MAPLE GROVE AMISH SCHOOL,PA,JEFFERSON,PUNXSUTAWNEY,41,-79,1987 STARR RD,15767,1
259,550753002950,High,5507530,LA CROSSE SCHOOL DISTRICT,7 Rivers Community High,WI,LA CROSSE COUNTY,LA CROSSE,44,-91,807 East Ave S,54601,
260,370037003341,Elementary,3700370,THE CAPITOL ENCORE ACADEMY,The Capitol Encore Academy,NC,CUMBERLAND COUNTY,FAYETTEVILLE,35,-79,126 Hay Street,28301,
261,470036002308,High,4700360,BRISTOL,Tennessee Online Public School,TN,SULLIVAN COUNTY,BRISTOL,37,-82,615 MLK Jr. BLVD,37620,
262,350280000677,High,3502800,ZUNI PUBLIC SCHOOLS,TWIN BUTTES CYBER ACADEMY,NM,MCKINLEY COUNTY,ZUNI,35,-109,10 NORTH SANDY SPRINGS RD,87327,
263,A0701993,Combined elem/sec,,,SHADY LANE PAROCHIAL SCHOOL,PA,CUMBERLAND,SHIPPENSBURG,40,-77,210 SPRINGFIELD RD,17257,1
264,330582000376,Elementary,3305820,PORTSMOUTH SCHOOL DISTRICT,Little Harbour School,NH,ROCKINGHAM COUNTY,PORTSMOUTH,43,-71,50 Clough Dr.,3801,
265,02067777,Combined elem/sec,,,TEAYS VALLEY CHRISTIAN SCHOOL,WV,PUTNAM,SCOTT DEPOT,38,-82,6562 TEAYS VALLEY RD,25560,1
266,490012001487,High,4900120,CACHE DISTRICT,Ridgeline High School,UT,CACHE COUNTY,MILLVILLE,42,-112,180 North 300 West,84326,
267,440081000399,Elementary,4400810,NORTH SMITHFIELD,North Smithfield Elementary,RI,PROVIDENCE COUNTY,NORTH SMITHFIELD,42,-72,2214 Providence Pike,2896,
268,240024000574,Middle,2400240,CECIL COUNTY PUBLIC SCHOOLS,North East Middle,MD,CECIL COUNTY,NORTH EAST,40,-76,200 E Cecil Ave,21901,
269,400549000203,Elementary,4005490,BROKEN ARROW,RHOADES ES,OK,TULSA COUNTY,BROKEN ARROW,36,-96,320 East Midway Street,74012,
270,400075102682,Elementary,4000751,DEBORAH BROWN (CHARTER),DEBORAH BROWN COMMUNITY SCHOOL,OK,TULSA COUNTY,TULSA,36,-96,2 South Elgin Avenue,74120,
271,00326667,Combined elem/sec,,,THE ST ANDREWS SCHOOLS,HI,HONOLULU,HONOLULU,21,-158,224 QUEEN EMMA SQ,96813,1
272,470255000910,Middle,4702550,MACON COUNTY,Macon County Junior High School,TN,MACON COUNTY,LAFAYETTE,36,-86,1003 Hwy  52 By Pass East,37083,
273,01412782,Elementary,,,J E COSGRIFF MEMORIAL CATHOLIC SCHOOL,UT,SALT LAKE,SALT LAKE CITY,41,-112,2335 E REDONDO AVE,84108,1
274,A9303794,Combined elem/sec,,,CROSS ROAD SPECIAL SCHOOL,PA,SOMERSET,SPRINGS,40,-79,938 SPRINGS RD,15562,1
275,400351000090,High,4003510,BALKO,BALKO HS,OK,BEAVER COUNTY,BALKO,37,-101,Rural Route 1  # 37,73931,
276,060645000563,High,606450,BURBANK UNIFIED,Burbank High,CA,LOS ANGELES COUNTY,BURBANK,34,-118,902 N. Third St.,91502,
277,A9104616,Elementary,,,SANDIA MONTESSORI SCHOOL OF ALBUQUERQUE,NM,BERNALILLO,ALBUQUERQUE,35,-107,3240 JUAN TABO BLVD NE A,87111,1
278,450177000325,Elementary,4501770,CLARENDON 02,Manning Primary,SC,CLARENDON COUNTY,MANNING,34,-80,125 North Boundary Street,29102,
279,A0702433,Combined elem/sec,,,NORTH PLEASANTS CHRISTIAN SCHOOL,WV,PLEASANTS,SAINT MARYS,39,-81,87 IRON HORSE DR,26170,1
280,00457496,Elementary,,,CFS CATHOLIC SCHOOL,IA,WINNESHIEK,CALMAR,43,-92,PO BOX 815,52132,1
281,220005402062,Elementary,2200267,FANNIE C. WILLIAMS CHARTER SCHOOL,Fannie C. Williams Charter School,LA,ORLEANS PARISH,NEW ORLEANS,30,-90,11755 Dwyer Road,70128,
282,160018501095,High,1600185,ADVANCED REGIONAL TECHNICAL EDUCATION INDUSTRIAL INC.,ARTE I RPTCS (Regional Professional Technical Charter School,ID,,TWIN FALLS,,,COLLEGE OF SOUTHERN IDAHO EVERGREEN BLDG. ROOM 38,83301,
283,A1502821,Elementary,,,CLARK RD SCHOOL,OH,TRUMBULL,W FARMINGTON,41,-81,4500 CLARK RD.,44491,1
284,480021312565,High,4800213,PANOLA CHARTER SCHOOL,PANOLA EARLY COLLEGE H S,TX,PANOLA COUNTY,CARTHAGE,32,-94,1109 W PANOLA,75633,
285,A0701802,Combined elem/sec,,,GILMOUR ACADEMY,OH,CUYAHOGA,GATES MILLS,42,-81,34001 CEDAR RD,44040,1
286,00735319,Elementary,,,PRESBYTERIAN DAY SCHOOL,MS,COAHOMA,CLARKSDALE,34,-91,944 CATALPA ST,38614,1
287,00000124,Elementary,,,ST ANN SCHOOL,AL,MORGAN,DECATUR,35,-87,3910A SPRING AVE SW,35603,1
288,381303000448,Elementary,3813030,MINOT 1,ROOSEVELT ELEMENTARY SCHOOL,ND,WARD COUNTY,MINOT,48,-101,715 8th St NE,58703,
289,350138000371,Elementary,3501380,JEMEZ MOUNTAIN PUBLIC SCHOOLS,LYBROOK ELEMENTARY,NM,RIO ARRIBA COUNTY,CUBA,36,-107,US 550 HCR 17,87013,
290,381212000400,Elementary,3812120,MARMARTH 12,MARMARTH ELEMENTARY SCHOOL,ND,SLOPE COUNTY,MARMARTH,46,-104,301 2nd Ave SE,58643,
291,363012004047,Middle,3630120,WATERTOWN CITY SCHOOL DISTRICT,CASE MIDDLE SCHOOL,NY,JEFFERSON COUNTY,WATERTOWN,44,-76,1237 WASHINGTON ST,13601,
292,483882004430,High,4838820,SAN DIEGO ISD,SAN DIEGO H S,TX,DUVAL COUNTY,SAN DIEGO,28,-98,609 W LABBE AVE,78384,
293,341830003257,Middle,3418300,WOOD-RIDGE SCHOOL DISTRICT,Wood-Ridge Intermediate School,NJ,BERGEN COUNTY,WOOD-RIDGE,41,-74,151 FIRST STREET,7075,
294,362058002343,Elementary,3600098,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 89 ELMHURST,NY,QUEENS COUNTY,ELMHURST,41,-74,85-28 BRITTON AVE,11373,
295,170561002196,Elementary,1705610,BELLEVILLE SD 118,Westhaven Elementary,IL,ST. CLAIR COUNTY,BELLEVILLE,38,-90,118 Westhaven Sch Rd,62220,
296,00488538,Elementary,,,HOLY TRINITY SCHOOL,KS,MIAMI,PAOLA,39,-95,601 E CHIPPEWA ST,66071,1
297,A9300329,Combined elem/sec,,,HOUSE OF THE LORD CHRISTIAN ACADEMY,ID,BONNER,OLDTOWN,48,-117,754 SILVER BIRCH LN,83822,1
298,260026901409,High,2600269,PRESQUE ISLE ACADEMY II,Presque Isle Academy,MI,PRESQUE ISLE COUNTY,ONAWAY,45,-84,20830 Cedar Street,49765,
299,390156705827,High,3901567,STEEL ACADEMY,Steel Academy,OH,SUMMIT COUNTY,AKRON,41,-81,1570 Creighton Ave,44310,
300,00736061,Combined elem/sec,,,COPIAH EDUCATIONAL FOUNDATION,MS,COPIAH,GALLMAN,32,-90,PO BOX 125,39077,1
301,020030000641,High,200300,HOONAH CITY SCHOOL DISTRICT,Hoonah Jr/Sr High School,AK,HOONAH-ANGOON CENSUS AREA,HOONAH,58,-135,366 Garteeni Hwy,99829,
302,064308011380,High,643080,WOODLAND JOINT UNIFIED,Pioneer High,CA,YOLO COUNTY,WOODLAND,39,-122,1400 Pioneer Ave.,95776,
303,340003300303,Elementary,3400033,JERSEY CITY COMMUNITY CHARTER SCHOOL,Jersey City Community Charter School,NJ,HUDSON COUNTY,JERSEY CITY,41,-74,128 DANFORTH AVENUE,7305,
304,080336006684,Middle,803360,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,DSST: BYERS HIGH SCHOOL,CO,DENVER COUNTY,DENVER,40,-105,150 SOUTH PEARL STREET,80209,
305,A9102661,Elementary,,,FAIRVIEW AMISH SCHOOL,IN,DAVIESS,LOOGOOTEE,39,-87,9997 E 550 N,47553,1
306,484071010662,Elementary,4840710,SOCORRO ISD,DR SUE A SHOOK SCHOOL,TX,EL PASO COUNTY,EL PASO,32,-106,13777 PASEO DEL ESTE,79928,
307,A0302027,Elementary,,,LAMB OF GOD LUTHERAN SCHOOL,NV,CLARK,LAS VEGAS,36,-115,6232 N JONES BLVD,89130,1
308,390140605613,Middle,3901406,ENTREPRENEURSHIP PREPARATORY SCHOOL - WOODLAND HILLS CAMPUS,Entrepreneurship Preparatory School - Woodland Hills Campus,OH,CUYAHOGA COUNTY,CLEVELAND,41,-82,9201 Crane Ave,44105,
309,250219000090,Elementary,2502190,ATTLEBORO,Hyman Fine Elementary School,MA,BRISTOL COUNTY,ATTLEBORO,42,-71,790 Oak Hill Avenue,2703,
310,K9301879,Elementary,,,ST PHILOMENA EARLY LEARNING CENTER,HI,HONOLULU,HONOLULU,21,-158,3300 ALA LAULANI ST,96818,1
311,450228000482,High,4502280,GEORGETOWN 01,Andrews High,SC,GEORGETOWN COUNTY,ANDREWS,33,-80,12890 County Line Road,29510,
312,470324001394,Middle,4703240,OAK RIDGE,Jefferson Middle School,TN,ANDERSON COUNTY,OAK RIDGE,36,-84,200  Fairbanks  RD,37830,
313,050039501468,Elementary,500398,ESTEM HIGH CHARTER,ESTEM ELEMENTARY SCHOOL,AR,PULASKI COUNTY,LITTLE ROCK,35,-92,112 W 3RD ST,72201,
314,100008000222,Middle,1000080,APPOQUINIMINK SCHOOL DISTRICT,Waters (Alfred G.) Middle School,DE,NEW CASTLE COUNTY,MIDDLETOWN,40,-76,1235 Cedar Lane Road,19709,
315,290060503224,Elementary,2900605,EAGLE COLLEGE PREP ENDEAVOR,EAGLE TOWER GROVE SOUTH,MO,ST. LOUIS CITY,ST. LOUIS,39,-90,3716 MORGANFORD RD.,63116,
316,01282729,Elementary,,,ST PAULS LUTHERAN SCHOOL,SD,PENNINGTON,RAPID CITY,44,-103,835 E FAIRMONT BLVD,57701,1
317,00579696,Combined elem/sec,,,MELVIN J BERMAN HEBREW ACADEMY,MD,MONTGOMERY,ROCKVILLE,39,-77,13300 ARCTIC AVE,20853,1
318,01056868,Elementary,,,ANNUNCIATION CATHOLIC SCHOOL,OH,HAMILTON,CINCINNATI,39,-85,3545 CLIFTON AVE,45220,1
319,500681000256,High,5006810,RICHFORD SCHOOL DISTRICT,Richford Junior/Senior High School,VT,FRANKLIN COUNTY,RICHFORD,45,-73,1 Corliss Heights,5476,
320,130012003470,Elementary,1300120,ATLANTA PUBLIC SCHOOLS,Deerwood Academy School,GA,FULTON COUNTY,ATLANTA,34,-85,3070 Fairburn Rd SW,30331,
321,410002301535,Elementary,4100023,HILLSBORO SD 1J,City View Charter School,OR,WASHINGTON COUNTY,HILLSBORO,46,-123,4174 SE Bentley St,97123,
322,317824001686,High,3178240,WAKEFIELD PUBLIC SCHOOLS,WAKEFIELD HIGH SCHOOL,NE,WAYNE COUNTY,WAKEFIELD,42,-97,802 HIGHLAND,68784,
323,A0301294,Combined elem/sec,,,CLASSICAL CHRISTIAN ACADEMY,ID,KOOTENAI,POST FALLS,48,-117,2289 W SELTICE WAY,83854,1
